Simplified	Traditional	HTML pinyin	HTML meaning	Counter		Homophones	HSK lv	Hanzi lv	All Hanzi lv
桌子		<span class="tone1">zhuō</span> <span class="tone5">zi</span>	<ol><li>table</li> <li>desk</li></ol>	张|張(<span class="tone1">zhāng</span>), 套(<span class="tone4">tào</span>)			HSK_Level_1	21	[21, 1]
上午		<span class="tone4">shàng</span> <span class="tone3">wǔ</span>	<ol><li>morning</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_1	22	[1, 22]
下午		<span class="tone4">xià</span> <span class="tone3">wǔ</span>	<ol><li>afternoon</li> <li>p.m.</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_1	22	[1, 22]
中午		<span class="tone1">zhōng</span> <span class="tone3">wǔ</span>	<ol><li>noon</li> <li>midday</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_1	22	[1, 22]
商店		<span class="tone1">shāng</span> <span class="tone4">diàn</span>	<ol><li>store</li> <li>shop</li></ol>	家(<span class="tone1">jiā</span>), 个|個(<span class="tone4">gè</span>)			HSK_Level_1	22	[7, 22]
饭店	飯店	<span class="tone4">fàn</span> <span class="tone4">diàn</span>	<ol><li>restaurant</li> <li>hotel</li></ol>	家(<span class="tone1">jiā</span>), 个|個(<span class="tone4">gè</span>)			HSK_Level_1	22	[19, 22]
爸爸		<span class="tone4">bà</span> <span class="tone5">ba</span>	<ol><li>(informal) father</li></ol>	个|個(<span class="tone4">gè</span>), 位(<span class="tone4">wèi</span>)			HSK_Level_1	23	[23, 23]
菜		<span class="tone4">cài</span>	<ol><li>dish (type of food)</li> <li>vegetable</li> <li>cuisine</li> <li>(coll.) (one's) type</li></ol>	盘|盤(<span class="tone2">pán</span>), 道(<span class="tone4">dào</span>)			HSK_Level_1	26	[26]
茶		<span class="tone2">chá</span>	<ol><li>tea</li> <li>tea plant</li></ol>	杯(<span class="tone1">bēi</span>), 壶|壺(<span class="tone2">hú</span>)			HSK_Level_1	26	[26]
狗		<span class="tone3">gǒu</span>	<ol><li>dog</li></ol>	只|隻(<span class="tone1">zhī</span>), 条|條(<span class="tone2">tiáo</span>)			HSK_Level_1	26	[26]
杯子		<span class="tone1">bēi</span> <span class="tone5">zi</span>	<ol><li>cup</li> <li>glass</li></ol>	个|個(<span class="tone4">gè</span>), 支(<span class="tone1">zhī</span>), 枝(<span class="tone1">zhī</span>)			HSK_Level_1	27	[27, 1]
昨天		<span class="tone2">zuó</span> <span class="tone1">tiān</span>	<ol><li>yesterday</li></ol>				HSK_Level_1	27	[27, 2]
出租车	出租車	<span class="tone1">chū</span> <span class="tone1">zū</span> <span class="tone1">chē</span>	<ol><li>taxi</li> <li>(Taiwan) rental car</li></ol>				HSK_Level_1	30	[3, 30, 6]
漂亮		<span class="tone4">piào</span> <span class="tone5">liang</span>	<ol><li>pretty</li> <li>beautiful</li></ol>				HSK_Level_1	33	[33, 16]
椅子		<span class="tone3">yǐ</span> <span class="tone5">zi</span>	<ol><li>chair</li></ol>	把(<span class="tone3">bǎ</span>), 套(<span class="tone4">tào</span>)			HSK_Level_1	33	[33, 1]
猫	貓	<span class="tone1">māo</span>	<ol><li>cat</li> <li>(dialect) to hide oneself</li> <li>(coll.) modem</li></ol>	只|隻(<span class="tone1">zhī</span>)			HSK_Level_1	34	[34]
喂		<span class="tone2">wéi</span>	<ol><li>hello (when answering the phone)</li></ol>				HSK_Level_1	40	[40]
苹果	蘋果	<span class="tone2">píng</span> <span class="tone3">guǒ</span>	<ol><li>apple</li></ol>	个|個(<span class="tone4">gè</span>), 颗|顆(<span class="tone1">kē</span>)			HSK_Level_1	55	[55, 4]
一下		<span class="tone1">yī</span> <span class="tone4">xià</span>	<ol><li>(used after a verb) give it a go</li> <li>to do (sth for a bit to give it a try)</li> <li>one time</li> <li>once</li> <li>in a while</li> <li>all of a sudden</li> <li>all at once</li></ol>				HSK_Level_2	1	[1, 1]
小时	小時	<span class="tone3">xiǎo</span> <span class="tone2">shí</span>	<ol><li>hour</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_2	1	[1, 1]
日		<span class="tone4">rì</span>	<ol><li>sun</li> <li>day</li> <li>date, day of the month</li></ol>				HSK_Level_2	1	[1]
外		<span class="tone4">wài</span>	<ol><li>outside</li> <li>in addition</li> <li>foreign</li> <li>external</li></ol>				HSK_Level_2	1	[1]
真		<span class="tone1">zhēn</span>	<ol><li>really</li> <li>truly</li> <li>indeed</li> <li>real</li> <li>true</li> <li>genuine</li></ol>				HSK_Level_2	1	[1]
女		<span class="tone3">nǚ</span>	<ol><li>female</li> <li>woman</li> <li>daughter</li></ol>				HSK_Level_2	1	[1]
大家		<span class="tone4">dà</span> <span class="tone1">jiā</span>	<ol><li>everyone</li> <li>influential family</li> <li>great expert</li></ol>				HSK_Level_2	2	[1, 2]
一起		<span class="tone1">yī</span> <span class="tone3">qǐ</span>	<ol><li>in the same place</li> <li>together</li> <li>with</li> <li>altogether (in total)</li></ol>				HSK_Level_2	2	[1, 2]
就		<span class="tone4">jiù</span>	<ol><li>at once</li> <li>right away</li> <li>only</li> <li>just (emphasis)</li> <li>as early as</li> <li>already</li> <li>as soon as</li> <li>then</li> <li>in that case</li> <li>as many as</li> <li>even if</li> <li>to approach</li> <li>to move towards</li> <li>to undertake</li> <li>to engage in</li> <li>to suffer</li> <li>subjected to</li> <li>to accomplish</li> <li>to take advantage of</li> <li>to go with (of foods)</li> <li>with regard to</li> <li>concerning</li></ol>			<span class="nobr">旧|舊</span> <span class="nobr">救</span>	HSK_Level_2	2	[2]
也		<span class="tone3">yě</span>	<ol><li>also</li> <li>too</li> <li>(in Classical Chinese) final particle implying affirmation</li></ol>				HSK_Level_2	2	[2]
过	過	<span class="tone4">guò</span>	<ol><li>(experienced action marker)</li> <li>to cross</li> <li>to go over</li> <li>to pass (time)</li> <li>to celebrate (a holiday)</li> <li>to live</li> <li>to get along</li> <li>excessively</li> <li>too-</li></ol>				HSK_Level_2	2	[2]
它		<span class="tone1">tā</span>	<ol><li>it</li></ol>			<span class="nobr">他</span> <span class="nobr">她</span> <span class="nobr">塌</span>	HSK_Level_2	2	[2]
高		<span class="tone1">gāo</span>	<ol><li>high</li> <li>tall</li> <li>above average</li> <li>loud</li> <li>your (honorific)</li></ol>				HSK_Level_2	2	[2]
说话	說話	<span class="tone1">shuō</span> <span class="tone4">huà</span>	<ol><li>to speak</li> <li>to say</li> <li>to talk</li> <li>to gossip</li> <li>to tell stories</li> <li>talk</li> <li>word</li></ol>				HSK_Level_2	2	[2, 2]
次		<span class="tone4">cì</span>	<ol><li>next in sequence</li> <li>second</li> <li>the second (day, time etc)</li> <li>secondary</li> <li>vice-</li> <li>sub-</li> <li>infra-</li> <li>inferior quality</li> <li>substandard</li> <li>order</li> <li>sequence</li> <li>hypo- (chemistry)</li> <li>classifier for enumerated events: time</li></ol>			<span class="nobr">刺</span>	HSK_Level_2	2	[2]
比		<span class="tone3">bǐ</span>	<ol><li>(particle used for comparison and "-er than")</li> <li>to compare</li> <li>to contrast</li> <li>to gesture (with hands)</li> <li>ratio</li></ol>				HSK_Level_2	2	[2]
走		<span class="tone3">zǒu</span>	<ol><li>to walk</li> <li>to go</li> <li>to run</li> <li>to move (of vehicle)</li> <li>to visit</li> <li>to leave</li> <li>to go away</li> <li>to die (euph.)</li> <li>from</li> <li>through</li> <li>away (in compound verbs, such as 撤走[che4 zou3])</li> <li>to change (shape, form, meaning)</li></ol>				HSK_Level_2	2	[2]
题	題	<span class="tone2">tí</span>	<ol><li>topic</li> <li>problem for discussion</li> <li>exam question</li> <li>subject</li> <li>to inscribe</li> <li>to mention</li></ol>	个|個(<span class="tone4">gè</span>), 道(<span class="tone4">dào</span>)		<span class="nobr">提</span>	HSK_Level_2	2	[2]
机场	機場	<span class="tone1">jī</span> <span class="tone3">chǎng</span>	<ol><li>airport</li> <li>airfield</li></ol>	家(<span class="tone1">jiā</span>), 处|處(<span class="tone4">chù</span>)			HSK_Level_2	3	[1, 3]
正在		<span class="tone4">zhèng</span> <span class="tone4">zài</span>	<ol><li>just at (that time)</li> <li>right in (that place)</li> <li>right in the middle of (doing sth)</li></ol>				HSK_Level_2	3	[2, 3]
到		<span class="tone4">dào</span>	<ol><li>to (a place)</li> <li>until (a time)</li> <li>up to</li> <li>to go</li> <li>to arrive</li> <li>(verb complement denoting completion or result of an action)</li></ol>			<span class="nobr">倒</span>	HSK_Level_2	3	[3]
出		<span class="tone1">chū</span>	<ol><li>to go out</li> <li>to come out</li> <li>to occur</li> <li>to produce</li> <li>to go beyond</li> <li>to rise</li> <li>to put forth</li> <li>to happen</li> <li>classifier for dramas, plays, operas etc</li></ol>				HSK_Level_2	3	[3]
对	對	<span class="tone4">duì</span>	<ol><li>right</li> <li>correct</li> <li>couple</li> <li>pair</li> <li>towards</li> <li>at</li> <li>for</li> <li>to face</li> <li>opposite</li> <li>to treat (sb a certain way)</li> <li>to match together</li> <li>to adjust</li> <li>to fit</li> <li>to suit</li> <li>to answer</li> <li>to reply</li> <li>classifier: couple</li></ol>				HSK_Level_2	3	[3]
着	著	<span class="tone5">zhe</span>	<ol><li>aspect particle indicating action in progress</li></ol>				HSK_Level_2	3	[3]
最		<span class="tone4">zuì</span>	<ol><li>most</li> <li>the most</li> <li>-est (superlative suffix)</li></ol>			<span class="nobr">醉</span>	HSK_Level_2	3	[3]
手机	手機	<span class="tone3">shǒu</span> <span class="tone1">jī</span>	<ol><li>cell phone</li> <li>mobile phone</li></ol>	部(<span class="tone4">bù</span>), 支(<span class="tone1">zhī</span>)			HSK_Level_2	3	[3, 1]
别	別	<span class="tone2">bié</span>	<ol><li>to leave</li> <li>to depart</li> <li>to separate</li> <li>to distinguish</li> <li>to classify</li> <li>other</li> <li>another</li> <li>do not</li> <li>must not</li> <li>to pin</li> <li>to stick (sth) in</li></ol>				HSK_Level_2	3	[3]
可以		<span class="tone3">kě</span> <span class="tone3">yǐ</span>	<ol><li>can</li> <li>may</li> <li>possible</li> <li>able to</li> <li>not bad</li> <li>pretty good</li></ol>				HSK_Level_2	4	[1, 4]
去年		<span class="tone4">qù</span> <span class="tone2">nián</span>	<ol><li>last year</li></ol>				HSK_Level_2	4	[3, 4]
为什么	為什麼	<span class="tone4">wèi</span> <span class="tone2">shén</span> <span class="tone5">me</span>	<ol><li>why?</li> <li>for what reason?</li></ol>				HSK_Level_2	4	[3, 4, 3]
得		<span class="tone5">de</span>	<ol><li>structural particle: used after a verb (or adjective as main verb), linking it to following phrase indicating effect, degree, possibility etc</li></ol>			<span class="nobr">的</span> <span class="nobr">地</span>	HSK_Level_2	4	[4]
还	還	<span class="tone2">hái</span>	<ol><li>still</li> <li>still in progress</li> <li>still more</li> <li>yet</li> <li>even more</li> <li>in addition</li> <li>fairly</li> <li>passably (good)</li> <li>as early as</li> <li>even</li> <li>also</li> <li>else</li></ol>				HSK_Level_2	4	[4]
因为…所以…	因為…所以…	<span class="tone1">yīn</span> <span class="tone4">wèi</span> … <span class="tone3">suǒ</span> <span class="tone3">yǐ</span> …	<ol><li>because …, (therefore) …</li></ol>				HSK_Level_2	4	[3, 3, 4, 4]
从	從	<span class="tone2">cóng</span>	<ol><li>from</li> <li>via</li> <li>passing through</li> <li>through (a gap)</li> <li>past</li> <li>ever (followed by negative, meaning never)</li> <li>(formerly pr. [zong4] and related to 縱|纵) to follow</li> <li>to comply with</li> <li>to obey</li> <li>to join</li> <li>to engage in</li> <li>adopting some mode of action or attitude</li> <li>follower</li> <li>retainer</li> <li>accessory</li> <li>accomplice</li> <li>related by common paternal grandfather or earlier ancestor</li></ol>			<span class="nobr">丛|叢</span>	HSK_Level_2	4	[4]
第一		<span class="tone4">dì</span> <span class="tone1">yī</span>	<ol><li>first</li> <li>number one</li> <li>primary</li></ol>				HSK_Level_2	4	[4, 1]
知道		<span class="tone1">zhī</span> <span class="tone4">dào</span>	<ol><li>to know</li> <li>to become aware of</li></ol>				HSK_Level_2	4	[4, 2]
等		<span class="tone3">děng</span>	<ol><li>class</li> <li>rank</li> <li>grade</li> <li>equal to</li> <li>same as</li> <li>to wait for</li> <li>to await</li> <li>et cetera</li> <li>and so on</li> <li>et al. (and other authors)</li> <li>after</li> <li>as soon as</li> <li>once</li></ol>				HSK_Level_2	4	[4]
身体	身體	<span class="tone1">shēn</span> <span class="tone3">tǐ</span>	<ol><li>the body</li> <li>one's health</li> <li>in person</li></ol>	具(<span class="tone4">jù</span>), 个|個(<span class="tone4">gè</span>)			HSK_Level_2	4	[4, 4]
件		<span class="tone4">jiàn</span>	<ol><li>item</li> <li>component</li> <li>classifier for events, things, clothes etc</li></ol>			<span class="nobr">剑|劍</span> <span class="nobr">溅|濺</span>	HSK_Level_2	4	[4]
可能		<span class="tone3">kě</span> <span class="tone2">néng</span>	<ol><li>might (happen)</li> <li>possible</li> <li>probable</li> <li>possibility</li> <li>probability</li> <li>maybe</li> <li>perhaps</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_2	5	[1, 5]
时间	時間	<span class="tone2">shí</span> <span class="tone1">jiān</span>	<ol><li>time</li> <li>period</li></ol>	段(<span class="tone4">duàn</span>)			HSK_Level_2	5	[1, 5]
已经	已經	<span class="tone3">yǐ</span> <span class="tone1">jīng</span>	<ol><li>already</li></ol>				HSK_Level_2	5	[2, 5]
手表	手錶	<span class="tone3">shǒu</span> <span class="tone3">biǎo</span>	<ol><li>wrist watch</li></ol>	块|塊(<span class="tone4">kuài</span>), 只|隻(<span class="tone1">zhī</span>), 个|個(<span class="tone4">gè</span>)			HSK_Level_2	5	[3, 5]
事情		<span class="tone4">shì</span> <span class="tone5">qing</span>	<ol><li>affair</li> <li>matter</li> <li>thing</li> <li>business</li></ol>	件(<span class="tone4">jiàn</span>), 桩|樁(<span class="tone1">zhuāng</span>)			HSK_Level_2	5	[4, 5]
要		<span class="tone4">yào</span>	<ol><li>important</li> <li>vital</li> <li>to want</li> <li>to ask for</li> <li>will</li> <li>going to (as future auxiliary)</li> <li>may</li> <li>must</li> <li>(used in a comparison) must be</li> <li>probably</li> <li>if</li></ol>			<span class="nobr">药|藥</span>	HSK_Level_2	5	[5]
进	進	<span class="tone4">jìn</span>	<ol><li>to advance</li> <li>to enter</li> <li>to come (or go) into</li> <li>to receive or admit</li> <li>to eat or drink</li> <li>to submit or present</li> <li>(used after a verb) into, in</li> <li>to score a goal</li></ol>			<span class="nobr">近</span>	HSK_Level_2	5	[5]
生日		<span class="tone1">shēng</span> <span class="tone4">rì</span>	<ol><li>birthday</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_2	5	[5, 1]
长	長	<span class="tone2">cháng</span>	<ol><li>length</li> <li>long</li> <li>forever</li> <li>always</li> <li>constantly</li></ol>			<span class="nobr">尝|嘗</span>	HSK_Level_2	5	[5]
两	兩	<span class="tone3">liǎng</span>	<ol><li>two</li> <li>both</li> <li>some</li> <li>a few</li> <li>tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤[jin1] (old)</li></ol>				HSK_Level_2	5	[5]
问	問	<span class="tone4">wèn</span>	<ol><li>to ask</li></ol>				HSK_Level_2	5	[5]
新		<span class="tone1">xīn</span>	<ol><li>new</li> <li>newly</li> <li>meso- (chemistry)</li></ol>				HSK_Level_2	5	[5]
给	給	<span class="tone3">gěi</span>	<ol><li>to</li> <li>for</li> <li>for the benefit of</li> <li>to give</li> <li>to allow</li> <li>to do sth (for sb)</li> <li>(grammatical equivalent of 被)</li> <li>(grammatical equivalent of 把)</li> <li>(sentence intensifier)</li></ol>				HSK_Level_2	5	[5]
门	門	<span class="tone2">mén</span>	<ol><li>gate</li> <li>door</li> <li>gateway</li> <li>doorway</li> <li>opening</li> <li>valve</li> <li>switch</li> <li>way to do something</li> <li>knack</li> <li>family</li> <li>house</li> <li>(religious) sect</li> <li>school (of thought)</li> <li>class</li> <li>category</li> <li>phylum or division (taxonomy)</li> <li>classifier for large guns</li> <li>classifier for lessons, subjects, branches of technology</li> <li>(suffix) -gate (i.e. scandal; derived from Watergate)</li></ol>	扇(<span class="tone4">shàn</span>), 个|個(<span class="tone4">gè</span>)			HSK_Level_2	5	[5]
面条	麵條	<span class="tone4">miàn</span> <span class="tone2">tiáo</span>	<ol><li>noodles</li></ol>				HSK_Level_2	5	[5, 2]
问题	問題	<span class="tone4">wèn</span> <span class="tone2">tí</span>	<ol><li>question</li> <li>problem</li> <li>issue</li> <li>topic</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_2	5	[5, 2]
再		<span class="tone4">zài</span>	<ol><li>again</li> <li>once more</li> <li>re-</li> <li>second</li> <li>another</li> <li>then (after sth, and not until then)</li></ol>			<span class="nobr">在</span>	HSK_Level_2	5	[5]
白		<span class="tone2">bái</span>	<ol><li>white</li> <li>snowy</li> <li>pure</li> <li>bright</li> <li>empty</li> <li>blank</li> <li>plain</li> <li>clear</li> <li>to make clear</li> <li>in vain</li> <li>gratuitous</li> <li>free of charge</li> <li>reactionary</li> <li>anti-communist</li> <li>funeral</li> <li>to stare coldly</li> <li>to write wrong character</li> <li>to state</li> <li>to explain</li> <li>vernacular</li> <li>spoken lines in opera</li></ol>				HSK_Level_2	6	[6]
完		<span class="tone2">wán</span>	<ol><li>to finish</li> <li>to be over</li> <li>whole</li> <li>complete</li> <li>entire</li></ol>			<span class="nobr">玩</span> <span class="nobr">丸</span>	HSK_Level_2	6	[6]
觉得	覺得	<span class="tone2">jué</span> <span class="tone5">de</span>	<ol><li>to think</li> <li>to feel</li></ol>				HSK_Level_2	6	[6, 4]
